State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Season
Puerto Rico,San Juan,72,127,2017-04-05,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-06,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-07,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-08,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-09,2,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-10,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-11,1,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-12,1,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-13,6,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-14,1,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-15,6,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-16,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-17,2,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-18,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-19,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-20,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-21,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-22,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-23,1,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-24,0,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-25,0,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-26,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-27,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-28,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-29,3,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-04-30,1,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-01,0,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-02,1,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-03,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-04,27,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-05,11,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-06,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-07,9,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-08,13,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-09,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-10,11,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-11,11,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-12,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-13,9,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-14,7,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-15,6,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-16,5,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-17,9,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-18,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-19,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-20,9,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-21,7,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-22,8,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-23,7,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-24,7,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-25,7,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-26,8,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-27,8,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-28,7,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-29,8,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-30,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-05-31,10,Good,CO,Spring
Puerto Rico,San Juan,72,127,2017-09-01,5,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-02,3,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-03,5,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-04,7,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-05,6,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-13,25,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-14,28,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-15,22,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-16,25,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-17,23,Good,CO,Fall
Puerto Rico,San Juan,72,127,2017-09-18,26,Good,CO,Fall
Virginia,Norfolk City,51,710,2017-03-15,5,Good,CO,Spring
California,Napa,6,55,2018-10-03,3,Good,CO,Fall
Connecticut,Litchfield,9,5,2018-03-02,2,Good,CO,Spring
Florida,Wakulla,12,129,2018-04-15,5,Good,CO,Spring
Florida,Wakulla,12,129,2018-10-08,2,Good,CO,Fall
Hawaii,Honolulu,15,3,2018-04-03,28,Good,CO,Spring
Idaho,Ada,16,1,2018-03-16,13,Good,CO,Spring
Idaho,Ada,16,1,2018-03-17,11,Good,CO,Spring
Illinois,Saint Clair,17,163,2018-11-13,1,Good,CO,Fall
Illinois,Saint Clair,17,163,2018-11-15,5,Good,CO,Fall
Kentucky,Edmonson,21,61,2018-10-10,1,Good,CO,Fall
Minnesota,Hennepin,27,53,2018-09-22,87,Moderate,CO,Fall
Minnesota,Hennepin,27,53,2018-09-25,25,Good,CO,Fall
Minnesota,Hennepin,27,53,2018-10-02,23,Good,CO,Fall
Minnesota,Hennepin,27,53,2018-10-03,44,Good,CO,Fall
New Hampshire,Hillsborough,33,11,2018-11-03,2,Good,CO,Fall
New Jersey,Camden,34,7,2018-11-12,8,Good,CO,Fall
New Jersey,Essex,34,13,2018-10-12,3,Good,CO,Fall
New York,Steuben,36,101,2018-03-27,2,Good,CO,Spring
New York,Steuben,36,101,2018-04-13,2,Good,CO,Spring
North Carolina,Mecklenburg,37,119,2018-09-12,3,Good,CO,Fall
North Carolina,Wake,37,183,2018-09-12,2,Good,CO,Fall
North Dakota,Burleigh,38,15,2018-03-31,2,Good,CO,Spring
North Dakota,Burleigh,38,15,2018-04-30,2,Good,CO,Spring
North Dakota,Burleigh,38,15,2018-05-31,2,Good,CO,Spring
Ohio,Harrison,39,67,2018-09-01,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-02,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-03,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-04,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-06,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-07,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-08,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-09,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-10,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-12,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-13,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-14,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-15,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-16,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-18,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-19,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-20,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-21,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-22,3,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-24,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-25,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-26,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-27,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-28,5,Good,CO,Fall
Ohio,Harrison,39,67,2018-09-30,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-01,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-02,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-03,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-04,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-06,7,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-07,7,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-08,8,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-09,6,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-10,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-12,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-13,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-14,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-15,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-16,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-18,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-19,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-20,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-21,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-22,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-24,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-25,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-26,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-27,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-28,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-30,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-10-31,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-01,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-02,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-03,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-05,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-06,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-07,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-08,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-09,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-11,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-12,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-13,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-14,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-15,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-17,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-18,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-19,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-20,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-21,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-23,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-24,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-25,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-26,2,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-27,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-29,1,Good,CO,Fall
Ohio,Harrison,39,67,2018-11-30,2,Good,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-01,77,Moderate,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-08,83,Moderate,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-10,57,Moderate,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-11,51,Moderate,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-12,44,Good,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-13,35,Good,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-14,111,Unhealthy for Sensitive Groups,CO,Fall
Puerto Rico,Bayamon,72,21,2018-09-15,120,Unhealthy for Sensitive Groups,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-01,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-02,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-03,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-04,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-05,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-06,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-07,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-08,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-09,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-10,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-11,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-12,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-13,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-14,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-15,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-16,1,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-17,20,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-18,18,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-19,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-20,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-21,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-28,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-29,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-09-30,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-01,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-02,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-03,27,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-04,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-06,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-07,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-08,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-09,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-10,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-12,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-13,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-15,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-16,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-18,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-19,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-21,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-22,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-24,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-25,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-26,54,Moderate,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-27,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-28,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-30,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-10-31,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-02,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-03,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-05,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-06,10,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-08,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-09,22,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-11,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-12,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-13,22,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-14,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-15,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-17,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-18,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-20,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-21,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-23,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-24,8,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-26,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-27,9,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-29,11,Good,CO,Fall
Puerto Rico,Caguas,72,25,2018-11-30,9,Good,CO,Fall
Puerto Rico,Guaynabo,72,61,2018-03-16,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-17,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-19,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-20,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-22,1,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-23,1,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-25,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-26,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-28,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-29,2,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-03-31,0,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-01,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-02,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-03,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-04,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-06,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-07,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-09,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-10,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-12,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-13,7,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-15,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-16,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-18,6,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-19,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-21,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-27,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-28,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-04-30,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-01,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-03,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-04,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-07,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-18,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-19,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-21,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-22,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-24,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-25,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-27,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-28,3,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-30,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-05-31,5,Good,CO,Spring
Puerto Rico,Guaynabo,72,61,2018-09-09,5,Good,CO,Fall
Puerto Rico,Guaynabo,72,61,2018-09-27,5,Good,CO,Fall
Puerto Rico,Guaynabo,72,61,2018-09-30,5,Good,CO,Fall
Puerto Rico,Guaynabo,72,61,2018-10-01,7,Good,CO,Fall
Puerto Rico,Ponce,72,113,2018-03-07,9,Good,CO,Spring
Puerto Rico,Ponce,72,113,2018-03-08,10,Good,CO,Spring
Puerto Rico,Ponce,72,113,2018-04-18,6,Good,CO,Spring
Puerto Rico,Ponce,72,113,2018-04-19,8,Good,CO,Spring
Puerto Rico,Ponce,72,113,2018-09-25,17,Good,CO,Fall
Puerto Rico,Ponce,72,113,2018-09-27,7,Good,CO,Fall
Texas,McLennan,48,309,2018-09-06,3,Good,CO,Fall
Virginia,Hampton City,51,650,2018-05-19,0,Good,CO,Spring
Virginia,Norfolk City,51,710,2018-05-04,3,Good,CO,Spring
Virginia,Norfolk City,51,710,2018-05-07,6,Good,CO,Spring
Virginia,Norfolk City,51,710,2018-05-27,3,Good,CO,Spring
Virginia,Norfolk City,51,710,2018-09-13,3,Good,CO,Fall
Virginia,Norfolk City,51,710,2018-09-15,2,Good,CO,Fall
Virginia,Norfolk City,51,710,2018-09-16,2,Good,CO,Fall
Virginia,Norfolk City,51,710,2018-09-22,5,Good,CO,Fall
West Virginia,Kanawha,54,39,2018-04-30,9,Good,CO,Spring
Alaska,Anchorage ,2,20,2019-10-04,7,Good,CO,Fall
Alaska,Anchorage ,2,20,2019-10-05,7,Good,CO,Fall
California,Napa,6,55,2019-10-09,5,Good,CO,Fall
California,Napa,6,55,2019-10-18,6,Good,CO,Fall
Florida,Broward,12,11,2019-09-01,1,Good,CO,Fall
Maine,Hancock,23,9,2019-11-01,1,Good,CO,Fall
Maine,Hancock,23,9,2019-11-02,2,Good,CO,Fall
Maryland,Garrett,24,23,2019-10-31,1,Good,CO,Fall
Massachusetts,Suffolk,25,25,2019-10-31,2,Good,CO,Fall
Massachusetts,Worcester,25,27,2019-10-31,3,Good,CO,Fall
Minnesota,Anoka,27,3,2019-05-20,2,Good,CO,Spring
Minnesota,Anoka,27,3,2019-05-23,3,Good,CO,Spring
Montana,Gallatin,30,31,2019-05-28,2,Good,CO,Spring
Montana,Gallatin,30,31,2019-09-28,2,Good,CO,Fall
Montana,Gallatin,30,31,2019-10-01,2,Good,CO,Fall
North Carolina,Wake,37,183,2019-09-05,2,Good,CO,Fall
Ohio,Belmont,39,13,2019-03-05,7,Good,CO,Spring
Ohio,Belmont,39,13,2019-03-31,3,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-06,5,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-12,6,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-13,9,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-14,10,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-19,10,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-20,10,Good,CO,Spring
Ohio,Belmont,39,13,2019-05-21,15,Good,CO,Spring
Ohio,Belmont,39,13,2019-11-13,0,Good,CO,Fall
Ohio,Harrison,39,67,2019-03-29,6,Good,CO,Spring
Ohio,Harrison,39,67,2019-03-30,6,Good,CO,Spring
Ohio,Harrison,39,67,2019-03-31,5,Good,CO,Spring
Ohio,Harrison,39,67,2019-04-01,5,Good,CO,Spring
Ohio,Harrison,39,67,2019-04-02,5,Good,CO,Spring
Ohio,Harrison,39,67,2019-04-04,3,Good,CO,Spring
Ohio,Harrison,39,67,2019-04-29,1,Good,CO,Spring
Ohio,Harrison,39,67,2019-04-30,2,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-01,2,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-02,1,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-04,2,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-05,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-06,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-07,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-08,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-10,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-11,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-12,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-13,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-14,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-16,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-17,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-18,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-19,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-20,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-22,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-23,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-24,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-25,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-26,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-28,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-29,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-30,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-05-31,0,Good,CO,Spring
Ohio,Harrison,39,67,2019-09-01,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-02,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-03,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-04,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-05,1,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-07,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-08,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-09,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-10,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-11,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-13,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-14,3,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-15,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-16,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-17,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-19,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-20,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-21,3,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-22,3,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-23,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-25,1,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-26,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-27,1,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-28,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-09-29,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-10-01,3,Good,CO,Fall
Ohio,Harrison,39,67,2019-10-02,2,Good,CO,Fall
Ohio,Harrison,39,67,2019-10-03,3,Good,CO,Fall
Ohio,Harrison,39,67,2019-10-04,1,Good,CO,Fall
Ohio,Harrison,39,67,2019-10-05,2,Good,CO,Fall
